username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
hellartic,ArticHellProductions,https://twitter.com/HellArtic/status/1308106270508044293,"""What #drugs need to do to make me #happy ...… """,2020-09-21 11:10:00,,,0,,0,drugs | happy,2,,https://pbs.twimg.com/media/EidTty7WAAYgtWF.jpg
newsnownation,News Now Nation,https://twitter.com/NewsNowNation/status/1307612187532447744,"""The death of late actor Sushant Singh Rajput, and the arrest of actress Rhea Chakraborty by the Narcotics Control Bureau (NCB) for the alleged procurement of drugs has now got a new revelation that has got the internet taking.  #drugs #SSR https",2020-09-20 02:26:00,,,0,,0,drugs | SSR,2,,https://pbs.twimg.com/media/EiWSWtzXcAYAr85.jpg
jbjulestx,Julia Brown,https://twitter.com/jbjulestx/status/1307654342724460544,"""#drugs #badbehavior Hong Kong's first CBD cafe opens its doors to customers",2020-09-20 05:14:00,,1,0,,0,drugs | badbehavior,2,,https://pbs.twimg.com/media/EiW4sfFXsAAtHzJ.jpg
issup_lebanon,ISSUP Lebanon,https://twitter.com/Issup_Lebanon/status/1306127724130504704,"""Register now!
➡️https",2020-09-16 00:08:00,8,2,0,,0,,0,,
into_rehab,Into Rehab,https://twitter.com/into_rehab/status/1308049139842904065,"""#drugs #badbehavior Adam22 Apologizes To DJ Akademiks For Smear Campaign Against Black Men",2020-09-21 07:23:00,,,0,,0,drugs | badbehavior,2,,https://pbs.twimg.com/media/EicfwtiXYAEUl-F.jpg
into_rehab,Into Rehab,https://twitter.com/into_rehab/status/1305937978011811841,"""#drugs #badbehavior Drunk Florida driver crashes into 'drive sober or get pulled over' sign, deputies say",2020-09-15 11:34:00,,,0,,0,drugs | badbehavior,2,,https://pbs.twimg.com/media/Eh-fq6YWkAM3RAT.jpg
iarticleshub,Lipsa Ranjan,https://twitter.com/IArticleshub/status/1307970059759828992,"""Revealing rhea chakraborty, in the company of Sara ali khan sushant was taking heavy doj of Drugs
#SushantSinghRajput
#RheaChakroborty
#DRUGS
https",2020-09-21 02:08:00,,,0,,0,SushantSinghRaj | RheaChakroborty | DRUGS,3,,https://pbs.twimg.com/media/EibX1JeUMAIXEGc.jpg
kartiks95331805,kartik singh,https://twitter.com/kartiks95331805/status/1306516268011331584,"""#DelhiHighCourt asks media to show restraint after a plea by #RakulPreetSingh who alleged media trial over reports on her involvement with #drugs.
https",2020-09-17 01:52:00,1,,0,,0,DelhiHighCourt | RakulPreetSingh | drugs,3,,https://pbs.twimg.com/media/EiGtlewUcAICAcf.jpg
sketbags,SpongeBob_KetBags,https://twitter.com/SKetbags/status/1305569920302940160,"""Trying to make a sandwich on 500ug

#spongebob #acid #lsd #sesh #drugs… """,2020-09-14 11:11:00,,2,0,,0,spongebob | acid | lsd | sesh | drugs,5,,https://pbs.twimg.com/media/Eh5Q7EjXcAMzAEB.jpg
shrstraker,Sharon Straker,https://twitter.com/shrstraker/status/1305080129610285057,"""9 Drugs That Could Lead To Memory Loss And Dementia https",2020-09-13 02:45:00,,1,0,,0,,0,,
into_rehab,Into Rehab,https://twitter.com/into_rehab/status/1308032484194611200,"""#drugs #badbehavior Boxing Star Jermall Charlo Named Suspect In Assault Investigation, Cops Say",2020-09-21 06:17:00,,,0,,0,drugs | badbehavior,2,,https://pbs.twimg.com/media/EicQnK9WsAAueNl.jpg
sketbags,SpongeBob_KetBags,https://twitter.com/SKetbags/status/1305574235855900679,"""The morning after a big one

#sesh #drugs #spongebob… """,2020-09-14 11:28:00,,,0,,0,sesh | drugs | spongebob,3,,https://pbs.twimg.com/media/Eh5U2RGXcAAwkFC.jpg
seattle_diners,Dining Enthusiasts,https://twitter.com/Seattle_Diners/status/1307395130387836935,"""How discovery of #antibiotics is a double-edged sword n #drugs can no longer save us from mutated bacteria",2020-09-19 12:04:00,,,0,,0,antibiotics | drugs,2,,
pritish06476036,Priti Sharma,https://twitter.com/PritiSh06476036/status/1307956209366888448,"""#Orphan #DRUGS Market 2026 Industry Analysis, Advance Prospects, Worldwide Demand By Top Companies",2020-09-21 01:13:00,,,0,,0,Orphan | DRUGS,2,,
unseenjapansite,Unseen Japan @ BLM だよ,https://twitter.com/UnseenJapanSite/status/1305904947251367936,"""New Post",2020-09-15 09:22:00,48,21,4,,0,,0,,
crwriter1,Joyce ,https://twitter.com/crwriter1/status/1307096576771477504,"""Hanging off the Vaccine Cliff  https",2020-09-18 16:18:00,,1,1,,0,,0,,https://pbs.twimg.com/media/EiO9aORWAAI7viS.jpg
pulpnews,PulpNews Crime,https://twitter.com/PulpNews/status/1308058640729993218,"""#Police",2020-09-21 08:00:00,,,0,,0,Police,1,,
varunkapurz,Varun Kapur,https://twitter.com/varunkapurz/status/1307967008344928256,"""Huge Revelations by @InsaafSsr 's Prashaant... 14 Deaths!!! Shocking!!! #SexTrafficing #Drugs #HardDriveData… """,2020-09-21 01:56:00,271,131,30,InsaafSsr,1,SexTrafficing | Drugs | HardDriveData,3,,https://pbs.twimg.com/media/EibVD_hUcAIYLW_.jpg
michael20051356,Mikes this and that,https://twitter.com/Michael20051356/status/1306818821106221056,"""Check out Alia 18 Shirt Top Crinkled Front Buttons Black White Floral Stretch Womens #Alia #Basic https",2020-09-17 21:54:00,,,0,,0,Alia | Basic,2,,
fun4badgirlz,Jane Anderson,https://twitter.com/fun4badgirlz/status/1307747106212532226,"""Do you ladies need a little #alia in your life?  https",2020-09-20 11:23:00,,,0,,0,alia,1,,
,,https://twitter.com/Vivek_1008/status/1307581010134040578,"""Society is busy watching #AliaBhatt 😂😂… """,2020-09-20 00:23:00,,,0,,0,AliaBhatt,1,,
vaidikbbhatt,Vaidik Bhatt,https://twitter.com/vaidikbbhatt/status/1306224927406661638,"""#Sadak2 flop kya hui. @DisneyPlusHS @DisneyplusHSVIP @DisneyplusHSP ne movie release karna bandh kr diya. #Sadak2 ne @hotstar_helps ko hi #sadak pe lake rakh diya""",2020-09-16 06:34:00,2,1,0,DisneyPlusHS | DisneyplusHSVIP | DisneyplusHSP | hotstar_helps,4,Sadak2 | Sadak2 | sadak,3,,
in_blogger,IndianBlogger,https://twitter.com/In_Blogger/status/1307971692984066048,"""Movies",2020-09-21 02:15:00,,,0,,0,,0,,
priyanka_media,Priyanka Singh,https://twitter.com/Priyanka_Media/status/1307862069727784965,"""@ajitanjum gaanja kand ko tumhe v rokna chahiye...kyuki tum v zimmedaar patrakaar ho...#sadak ko sarak bolte ho...haha""",2020-09-20 18:59:00,,,0,ajitanjum,1,sadak,1,,
bizasia,BizAsia,https://twitter.com/BizAsia/status/1308132461235372035,"""#AliaBhatt to feature in #SRK's upcoming dark-comedy production?",2020-09-21 12:54:00,4,1,3,,0,AliaBhatt | SRK,2,,
vikasgu49709197,VIKI MODI,https://twitter.com/Vikasgu49709197/status/1306602200475475971,"""#Beyonce Sharma jayegi
#Sadak 2 ka trailer
Or bhi aise bahut song hai jinko song ko like se jyada unlike mile hai...abhi lockdown hai agr cinema start ho gya to pta chalega ki #Bollywood ka kya hal hoga ....! @KanganaTeam""",2020-09-17 07:33:00,1,,0,KanganaTeam,1,Beyonce | Sadak | Bollywood,3,,
,,https://twitter.com/Kushregar99/status/1306850208265854977,"""Emiway bro make songs with lyrics like mein, kon hu me, kadak ban, out of sampark,jump Kar, Mera Bhai, boht hard and #sadak… """,2020-09-17 23:59:00,7,,1,,0,sadak,1,,
,,https://twitter.com/Khushi_315/status/1308041414484193281,"""#ShraddhaKapoor Years of following her. The girl lives with her parents unlike Alia,Ranbir etc. She looks so healthy mashallah, again unlike Alia, Ananya, Sara, Ranbir, Deepika who look horrifyingly thin. 😐🥴

Alia is literally looking like a skeleton these days.🙄😒
#AliaBhatt… https",2020-09-21 06:52:00,2,1,1,,0,ShraddhaKapoor | AliaBhatt,2,,https://pbs.twimg.com/media/EicTrKCU4AEDOOu.jpg | https://pbs.twimg.com/media/EicTul8U0AA9pFm.jpg | https://pbs.twimg.com/media/EicX9h_VoAEuxSF.jpg | https://pbs.twimg.com/media/EicYB9gVoAYntXa.jpg
suryansh220399,Suryansh Shukla,https://twitter.com/Suryansh220399/status/1306812171427299328,"""UP's Road #sadak is still better than #Sadak2. Atleast chalne layek to rhti hai. 🤣🤣🤣
#UPsRoad #BetterSadak
#Sadak2 #SadakBaniBesadak""",2020-09-17 21:27:00,3,,0,,0,sadak | Sadak2 | UPsRoad | BetterSadak | Sadak2 | SadakBaniBesada,6,,
,,https://twitter.com/Utkarsh13881271/status/1305861213855809536,"""#Sadak Thoo 🤣🤣🤣 @DisneyPlusHS 🤣🤣… """,2020-09-15 06:29:00,,,0,DisneyPlusHS,1,Sadak,1,,
realzenithrai,ᶻᵉⁿⁱᵗʰ™,https://twitter.com/RealZenithRai/status/1306235270644330498,"""रों मत पुजा ।😭
तुम्हारें आँशु मुझें कम्जोंर कर देति हें ।
तुम्हांरा प्यार हिं मेरि ताकत हें ।✊
#Sadak

#पुर्बेली_कान्छो""",2020-09-16 07:15:00,8,3,0,,0,Sadak | प,2,,
,,https://twitter.com/SachinP19564525/status/1306073536700719104,"""you don't worry. we will payback to you as well like Alia bhatt. #Sadak ko sadak pe laa diya. ye public hai sab janti h.. Idiots..… """,2020-09-15 20:32:00,,,0,,0,Sadak,1,,
hiral_6_12,Hiral Rana,https://twitter.com/Hiral_6_12/status/1306542871290413056,"""⚡ SSRIAN most important, 
      Boycott all this nonsense ⚡
      #Radhe
      #Laxmkbomb
      #Pruthviraj 

      Boycott all this 🤮 movies.
      #Sadak pe le aao sabko..

     Jo khudko King of Bollywood                 
     Samte hai          
 
#ArrestSSRKillersNow… https",2020-09-17 03:37:00,1,2,1,,0,Radhe | Laxmkbomb | Pruthviraj | Sadak | ArrestSSRKiller,5,,https://pbs.twimg.com/media/EiHFys9X0AA1_pw.jpg | https://pbs.twimg.com/media/EiHFzMFX0AAajPX.jpg | https://pbs.twimg.com/media/EiHFzuYXgAE46Mi.jpg
shitalmani1,@ShitalMani,https://twitter.com/ShitalMani1/status/1305531397969338368,"""#rajbhawan + #prabuddh Vs #sadak + #aamjan   @HemantSorenJMM choose wisely....… """,2020-09-14 08:38:00,1,,0,HemantSorenJMM,1,rajbhawan | prabuddh | sadak | aamjan,4,,
minalvaity16,Minal Vaity,https://twitter.com/MinalVaity16/status/1305530879133904896,"""#BiggBoss14 will not be watching if the host is going to be this nonsense goon. Don't even want to take his name.#ColorsTV save your face, take proper decission yaa phir #sadak par aane ki tayari karlo...#BoycottBiggBoss14""",2020-09-14 08:36:00,2,1,0,,0,BiggBoss14 | ColorsTV | sadak | BoycottBiggBoss,4,,
,,https://twitter.com/GirishT52845181/status/1305883627419586560,"""#Sadak 2 Boy cott… """,2020-09-15 07:58:00,,,1,,0,Sadak,1,,
lakshmimusicsh1,lakshmimusicshop,https://twitter.com/lakshmimusicsh1/status/1305395144976285698,"""Buy Sadak hindi audio CD music by Mahesh Bhatt from lakshmi music shop
#Sadak #MaheshBhatt #hindiaudioCD
https",2020-09-13 23:37:00,,,0,,0,Sadak | MaheshBhatt | hindiaudioCD,3,,
,,https://twitter.com/Nishant32086042/status/1307646407411740673,"""Tumlogo selective agenda pr  bahut uchhal uchhal ke bolte ho nxt movie of @taapsee and your movie break #sadak 2 record...u know what I say😜😜😜
#MeToo
#AnuragKashyap… https",2020-09-20 04:42:00,,,0,taapsee,1,sadak | MeToo | AnuragKashyap,3,,
,,https://twitter.com/Bhartiya_4evr/status/1307396571605028866,"""Now that #sadak chaap will be fcuked... #ArrestAnuragKashyap ....… """,2020-09-19 12:10:00,,,0,,0,sadak | ArrestAnuragKas,2,,
,,https://twitter.com/Saurabh_200/status/1307181396436217856,"""Well promos and these shows will still go on or  their movies but the way now they will get response should be like #sadak only… """,2020-09-18 21:55:00,,,0,,0,sadak,1,,
marylui27,Mary Lui,https://twitter.com/marylui27/status/1306564669906259968,"""#Sadak 2 track Ishq Kamal’s music copied from 2011’s monitor Rabba Ho by way of Shezan Saleem? https",2020-09-17 05:04:00,,,0,,0,Sadak,1,,
saurabh_200,Saursbh,https://twitter.com/Saurabh_200/status/1307169085839482880,"""#BoycottBollywood think about hard earned money we have wasted for these hypocrites who doesn't bother for truth,  boycott all their assignments as they are arrogant.. People should stay united and boycott movies give them taste of #sadak everytime..#SushantWasMurdered""",2020-09-18 21:06:00,,,1,,0,BoycottBollywoo | sadak | SushantWasMurde,3,,
seema83614204,Seema Sethi,https://twitter.com/Seema83614204/status/1306245437137936384,"""#NationWantsDish… """,2020-09-16 07:55:00,,,0,,0,NationWantsDish,1,,
6arb0ndi0xyjain,C@rc(EE)(Know)JaiNIK,https://twitter.com/6arb0ndi0xyjain/status/1306484051847663616,"""Can you guys send it to the IT cell r0gues spreading filth about Dr. Swamy?
#Sadak🤣
#RoastlikeSwamy
#Pakoda… """,2020-09-16 23:44:00,10,8,1,,0,Sadak | RoastlikeSwamy | Pakoda,3,,
alia_fanbase,Aloo ,https://twitter.com/Alia_fanbase/status/1306523868933156866,"""Alia and Ayushman that's it ❤

#aliabhatt @aliaa08… """,2020-09-17 02:22:00,35,8,0,aliaa08,1,aliabhatt,1,,https://pbs.twimg.com/media/EiG0hMMU4AYwtLk.jpg | https://pbs.twimg.com/media/EiG0h2OU0AIl3go.jpg
_aliasheart,Safaa ♛,https://twitter.com/_aliasheart/status/1307232810428628992,"""I STAN REAL BEAUTY 💓

@aliaa08 #AliaBhatt… """,2020-09-19 01:19:00,277,19,17,aliaa08,1,AliaBhatt,1,,https://pbs.twimg.com/media/EiQ5K70VkAAVC7A.jpg | https://pbs.twimg.com/media/EiQ5MeNUcAEsL2X.jpg
aliaa08_emerald,Alia Bhatt Emerald FC,https://twitter.com/aliaa08_Emerald/status/1307958390757314561,"""@aliaa08 's latest insta story #AliaBhatt… """,2020-09-21 01:22:00,5,1,0,aliaa08,1,AliaBhatt,1,,https://pbs.twimg.com/media/EibNN-JUwAAokmw.jpg
_aliasheart,Safaa ♛,https://twitter.com/_aliasheart/status/1306888913189916673,"""my dreamy princess 💙

@aliaa08 #AliaBhatt… """,2020-09-18 02:32:00,553,28,22,aliaa08,1,AliaBhatt,1,,https://pbs.twimg.com/media/EiMAaWKU8AEcrHQ.jpg | https://pbs.twimg.com/media/EiMAa58VoAA63XX.jpg
rkz_sharma,Rohankumar Sharma,https://twitter.com/rkz_sharma/status/1305029811836841984,"""No comments pls. 🤐🙏

https",2020-09-12 23:25:00,4,,2,,0,,0,,
mylifealiabhatt,ɢᴏᴜsɪʏᴀ ғᴀɴ ᴏғ ᴀʟɪᴀʙʜᴀᴛᴛ,https://twitter.com/MylifeAliabhatt/status/1307018391601860608,"""My Cutie Pie 😍😘❤ #AliaBhatt… """,2020-09-18 11:07:00,12,1,0,,0,AliaBhatt,1,,https://pbs.twimg.com/media/EiN2PqHUYAA318P.jpg
sanku_kya,Sanku,https://twitter.com/Sanku_kya/status/1308025651006300160,"""#AliaBhatt next Title DARLING'S Produce by RCE""",2020-09-21 05:49:00,36,8,1,,0,AliaBhatt,1,,
mylifealiabhatt,ɢᴏᴜsɪʏᴀ ғᴀɴ ᴏғ ᴀʟɪᴀʙʜᴀᴛᴛ,https://twitter.com/MylifeAliabhatt/status/1307322659240210436,"""Beautiful Girls❤New Pics At Birthday Party 
#AliaBhatt… """,2020-09-19 07:16:00,13,1,0,,0,AliaBhatt,1,,https://pbs.twimg.com/media/EiSK1t_U0AQm21m.jpg | https://pbs.twimg.com/media/EiSK7x5VkAohaDu.jpg
moviesbuzz9,MovieBuzz ,https://twitter.com/MoviesBuzz9/status/1308041367789035522,"""#ShahRukhKhan's next production venture with 
#AliaBhatt to star opposite #VijayVarma , tentatively titled #Darlings… """,2020-09-21 06:52:00,188,39,3,,0,ShahRukhKhan | AliaBhatt | VijayVarma | Darlings,4,,https://pbs.twimg.com/media/EicYreOUYAABOM6.jpg
actrxx,Actrexx⁦,https://twitter.com/Actrxx/status/1306107203741417472,"""World's best 3some with #AliaBhatt and #DeepikaPadukone 😍✊🏻💦… """,2020-09-15 22:46:00,75,7,6,,0,AliaBhatt | DeepikaPadukone,2,,https://pbs.twimg.com/media/EiA5k0IX0AAhqqy.jpg | https://pbs.twimg.com/media/EiA5lFEX0AEy2Gq.jpg
varshialia,Varshi,https://twitter.com/VarshiAlia/status/1307962030515658753,"""Where there is problem for animals there will be Alia bhatt ❤🙌

#aliabhatt @aliaa08… """,2020-09-21 01:37:00,27,6,0,aliaa08,1,aliabhatt,1,,https://pbs.twimg.com/media/EibQhG4UMAE8Ar4.jpg | https://pbs.twimg.com/media/EibQhxWVkAAKgRD.jpg
takkartv,TAKKAR TV,https://twitter.com/TakkarTv/status/1307637020903092224,"""Actress #AliaBhatt more images @TakkarTv… """,2020-09-20 04:05:00,4,,0,TakkarTv,1,AliaBhatt,1,,https://pbs.twimg.com/media/EiWo6_LVgAAQunc.jpg
ifa_digital,Indian Fashion Art,https://twitter.com/IFA_Digital/status/1306472888174690311,"""Alia Bhatt  looking graceful as always!

#AliaBhatt… """,2020-09-16 22:59:00,9,1,0,,0,AliaBhatt,1,,https://pbs.twimg.com/media/EiGFvfjVkAA1Cje.jpg
varshialia,Varshi,https://twitter.com/VarshiAlia/status/1307894542683664385,"""Alia in south indian 😍❤

#aliabhatt @aliaa08… """,2020-09-20 21:08:00,151,18,4,aliaa08,1,aliabhatt,1,,https://pbs.twimg.com/media/EiaTH0TU4AUefkf.jpg | https://pbs.twimg.com/media/EiaTIspVoAMI3kL.jpg
alia_fanbase,Aloo ,https://twitter.com/Alia_fanbase/status/1305066292601266177,"""Appreciation Tweet For Her Angel Face 
🌈❤

#aliabhatt @aliaa08… """,2020-09-13 01:50:00,448,35,4,aliaa08,1,aliabhatt,1,,https://pbs.twimg.com/media/EhyG2--U4AAchsc.jpg | https://pbs.twimg.com/media/EhyG3oqUYAEcRAU.jpg
_aliasheart,Safaa ♛,https://twitter.com/_aliasheart/status/1307619913767346178,"""my cutest girl 💜

@aliaa08 #AliaBhatt… """,2020-09-20 02:57:00,865,56,42,aliaa08,1,AliaBhatt,1,,https://pbs.twimg.com/media/EiWZStWVoAA_0Zx.jpg | https://pbs.twimg.com/media/EiWZX-9VoAA5aEf.jpg
bwoodcomedygifs,BollywoodComedyGIFs,https://twitter.com/BwoodComedyGIFs/status/1305416491937026048,"""Don&apos;t ask me!- GIF of the day! #alia… """,2020-09-14 01:01:00,,,0,,0,alia,1,,
aibolovelove,aibo,https://twitter.com/aibolovelove/status/1307819336892059649,"""AliAのofficial様からフォローしていただいちゃった(*´ω｀*)💓💞
休みの朝から気分上がる～🎶
#alia… """,2020-09-20 16:10:00,13,,0,,0,alia,1,,https://pbs.twimg.com/media/EiZOwWlUwAAvh4V.jpg
youtubeharv,youtubeharv,https://twitter.com/youtubeharv/status/1305966760928120833,"""I found the vendetta flopper @OMGitsAliA #fortnite #gaming #alia… """,2020-09-15 13:28:00,4,,1,OMGitsAliA,1,fortnite | gaming | alia,3,,https://pbs.twimg.com/media/Eh-50eQXkAATH_4.jpg
bollywodtashan,Bollywood Tashan,https://twitter.com/Bollywodtashan/status/1305930204557107206,"""#Alia, #RanbitKapoor and Neetu Kapoor make a video to wish Riddhima Kapoor a happy birthday
#Ridhima… """,2020-09-15 11:03:00,,,0,,0,Alia | RanbitKapoor | Ridhima,3,,
oor00911,ねむる味,https://twitter.com/OOR00911/status/1307522175297974272,"""AliAってバンド知ってますか？1回聴いたら沼るバンドです。私がそうでした🎶
#AliA… """,2020-09-19 20:29:00,19,1,0,,0,AliA,1,,
thejesuss,TheJesuss,https://twitter.com/TheJesuss/status/1307256564584189952,"""Code #AliA #Fortnite @OMGitsAliA… """,2020-09-19 02:53:00,4,,0,OMGitsAliA,1,AliA | Fortnite,2,,https://pbs.twimg.com/media/EiRO5w2XYAAK7VK.jpg
bwoodcomedygifs,BollywoodComedyGIFs,https://twitter.com/BwoodComedyGIFs/status/1307590884599517186,"""😭😭😭- GIF of the day! #crying #alia #sad… """,2020-09-20 01:02:00,,,0,,0,crying | alia | sad,3,,
,,https://twitter.com/Avtosh86/status/1307297394976055297,"""I agree so much, i built my pc 3 weeks ago now and wow do i play much  better on oc with controller #pc #gaming #ps5 #built #alia #avtosh #avtosh86 #thanos #avengers… https",2020-09-19 05:36:00,5,,2,,0,pc | gaming | ps5 | built | alia | avtosh | avtosh86 | thanos | avengers,9,,https://pbs.twimg.com/media/EiR0DAmWkAovGWq.jpg
sufyan13007,Sufyan13007,https://twitter.com/sufyan13007/status/1305920837627904002,"""What is this #alia… """,2020-09-15 10:26:00,1,,0,,0,alia,1,,https://pbs.twimg.com/media/Eh-QD7AXcA01htr.jpg
sudhir_patel_,Sudhir Patel,https://twitter.com/Sudhir_Patel_/status/1307277500242747392,"""#Bollywood Actress, #Alia Bhatt's stunning Mumbai Apt.💕… """,2020-09-19 04:16:00,,,0,,0,Bollywood | Alia,2,,https://pbs.twimg.com/media/EiRh8-HUcAAhmi8.jpg
thapliyalonem,Mayank Thapliyal,https://twitter.com/ThapliyalOneM/status/1305673570702340096,"""You r #Alia… """,2020-09-14 18:03:00,,,0,,0,Alia,1,,
omsharmawriter,कलम का सिपाही!,https://twitter.com/omsharmawriter/status/1305500524993626112,"""I read it #Alia (3rd image) at first 😂😂

https",2020-09-14 06:35:00,2,,0,,0,Alia,1,,
meenadasnarayan,Meena Das Narayan,https://twitter.com/MeenaDasNarayan/status/1307898492669456385,"""Ad companies are dictated by the # #BigBosses hence ads carry only #BullydawoodGang #Akki #Farhan #Alia #Taapsee #Ranveer #SRK, if you stop buying these brands, the brands will be affected""",2020-09-20 21:24:00,177,79,8,,0,BigBosses | BullydawoodGang | Akki | Farhan | Alia | Taapsee | Ranveer | SRK,8,,
housethome,Housethome,https://twitter.com/Housethome/status/1306562133086416896,"""#Bollywood Actress, #Alia Bhatt's Mumbai Apt.💕 Stunning work as always by Design Firm @richabahldesignstudio
#EclecticDecor
📷 Credits, @fabien_charuau @ Mumbai, Maharashtra https",2020-09-17 04:54:00,,,0,richabahldesign | fabien_charuau,2,Bollywood | Alia | EclecticDecor,3,,
shaikh_faltan,#لعله_خير,https://twitter.com/shaikh_faltan/status/1305603399862366212,"""Happy #birthday my little #queen #ALIA 🎉🎊🎈 https",2020-09-14 13:24:00,,,0,,0,birthday | queen | ALIA,3,,
melissakharding,Melissa Harding,https://twitter.com/MelissaKHarding/status/1306773047114952707,"""THAT FAAAAACE 😍😍😍😭😭😭
.
I miss this little one! Can’t believe she is turning 2 in a couple weeks! 🤪🤪
.
.
.
.
#almostterribletwos #babyalia #alia #mybabyniece #thatface #auntiemelissa #imissthislittlegirlsomuch https",2020-09-17 18:52:00,1,,0,,0,almostterriblet | babyalia | alia | mybabyniece | thatface | auntiemelissa | imissthislittle,7,,
ajstyle27527341,AJ Styles,https://twitter.com/AJStyle27527341/status/1305679106600771584,"""#alia new storm glitch you the storm ability just right when you get hit with a Ironman lazer and this will happen… """,2020-09-14 18:25:00,,,0,,0,alia,1,,
caffvinyl,Lones,https://twitter.com/CaffVinyl/status/1307432485823758336,"""Ali-A giveaway on my Instagram account @ caffeinatedvinyl !
#youtooz #alia… """,2020-09-19 14:32:00,7,3,1,,0,youtooz | alia,2,,https://pbs.twimg.com/media/EiTu6G_UwAA3AIV.jpg
,,https://twitter.com/ssrfan_1986/status/1304005705683197952,"""Chal be chor, you are apt for supporting people who have fake sympathy and involve in bribery, stealing money, money laundering etc. #WarriorsRoar4SR… https",2020-09-10 03:36:00,,,0,,0,WarriorsRoar4SR,1,,
ritz05836659,Ritz,https://twitter.com/Ritz05836659/status/1308028243413405697,"""Sushant sir,
Thank you for being you,for making people believe in love and humanity.Your thoughts always motivate us to believe in ourselves and to find our true https",2020-09-21 06:00:00,10,22,0,,0,,0,,
ssrukofficial,#JusticeForSSR,https://twitter.com/ssrukofficial/status/1306988588480057345,"""Do something today that your future self will thank you for. #ssrwarriors 

It’s going to be hard, but hard does not mean impossible.

Sometimes we’re tested not to show our weaknesses, but to discover our strengths.

Dream it. Believe it. Build it

#2BrutalMurders #JusticeforSSR… https",2020-09-18 09:08:00,10,3,0,,0,ssrwarriors | 2BrutalMurders | JusticeforSSR,3,,
vicodin_500,aBhi Sharma ™ ,https://twitter.com/Vicodin_500/status/1305510766229950470,"""#Justice4SSRIsGlobalDemand  #SSRWarriors #KanganaRanawat 
Truth of mumbai government and police there.
#SSRFan… """,2020-09-14 07:16:00,15,31,0,,0,Justice4SSRIsGl | SSRWarriors | KanganaRanawat | SSRFan,4,,https://pbs.twimg.com/media/Eh4bHyyUMAA4c6m.jpg
berozgarinsaan,Akhilesh jha,https://twitter.com/berozgarinsaan/status/1305155427034775553,"""Baby 🐧 for my Romeo. 
#SSRWarriors #SSRIANS… """,2020-09-13 07:44:00,,,0,,0,SSRWarriors | SSRIANS,2,,https://pbs.twimg.com/media/EhzX8VpU8AEgP66.jpg
sunilku95519234,SunilKumar,https://twitter.com/SunilKu95519234/status/1306786732109692934,"""A big salute @#ArnabGoswami  sir.  The real hero of media, An energetic  truth speaker  is arnab Goswami.""",2020-09-17 19:46:00,10,8,0,,0,,0,,
arnabgoswamirtv,Arnab Goswami,https://twitter.com/ArnabGoswamiRTV/status/1307038361316724737,"""Retweet if you are with #ArnabGoswami

Others may ignore""",2020-09-18 12:26:00,"5,522","4,562",455,,0,ArnabGoswami,1,,
secularism_worm,secularism_worm,https://twitter.com/Secularism_worm/status/1305564681554206720,"""When #ArnabGoswami  thrashed #TerroristUmarKhalid… """,2020-09-14 10:50:00,103,46,10,,0,ArnabGoswami | TerroristUmarKh,2,,
_misty_moles,Mollen Mist,https://twitter.com/_Misty_Moles/status/1306674810135523328,"""All those bhaitards who are dreaming that arnab will be scared for your threats and bullsh*t trends ....Please listen to this and order burnol 😀😀🙂🙂🙏🙏
#ArnabGoswami… https",2020-09-17 12:22:00,306,131,15,,0,ArnabGoswami,1,,
mrinal_da,Mrinal Dev Burman~MDB~,https://twitter.com/Mrinal_Da/status/1306579795334098947,"""📷 Kangana Ranawat is corrected because 95%percent people are drugs addiction in Bollywood film industry I was also faced this same problem few couple of years ago,whatever she said it is totally truth,~MDB~#kanganaranaut #arnabgoswami... https",2020-09-17 06:04:00,250,83,12,,0,kanganaranaut | arnabgoswami,2,,
chapterbookmark,Chapter Bookmark,https://twitter.com/chapterbookmark/status/1306650742103535616,"""Nation is with #ArnabGoswami 🇮🇳… """,2020-09-17 10:46:00,148,83,7,,0,ArnabGoswami,1,,https://pbs.twimg.com/media/EiIn69KUYAAh-du.jpg
dushant_6,Dushant,https://twitter.com/dushant_6/status/1306593274216370182,"""#ArnabGoswami  doing great job .
😂😂😂
#NationlUnemploymentDay… """,2020-09-17 06:58:00,400,149,23,,0,ArnabGoswami | NationlUnemploy,2,,
smitaparikh2,Smita Parikh,https://twitter.com/smitaparikh2/status/1305536617583525889,"""It’s time to speak up #RohanRai  thanks @republic  #ArnabGoswami  @NiteshNRane proud of you for connecting all missing dots @shwetasinghkirt  @nilotpalm3""",2020-09-14 08:59:00,"8,700","2,846",197,republic | NiteshNRane | shwetasinghkirt | nilotpalm3,4,RohanRai | ArnabGoswami,2,,
mensxp,MensXP,https://twitter.com/MensXP/status/1306524609613684736,"""These memes cracked us up!
#ArnabGoswami 
https",2020-09-17 02:25:00,33,5,3,,0,ArnabGoswami,1,,
